model_config,layers,num_layers,global_min,global_max,range,mean,std,median,total_values,num_samples,seed
784_200_200_10,"[784, 200, 200, 10]",3,-29.140899658203125,23.624839782714844,52.76573944091797,0.09964200109243393,0.2995220720767975,0.0,2000000,10000,0
