model_config,layers,num_layers,global_min,global_max,range,mean,std,median,total_values,num_samples,seed
784_400_400_10,"[784, 400, 400, 10]",3,-31.204553604125977,18.503387451171875,49.70794105529785,0.09972050040960312,0.2996269762516022,0.0,2000000,10000,0
