experiment,weight_m,weight_n,mem_m,mem_n,rounding,overflow,acc,total_bits
mem_only,,,5.0,2.0,ceil,wrap,98.46,8
mem_only,,,5.0,2.0,trunc,saturate,98.55,8
mem_only,,,5.0,2.0,trunc,wrap,98.53,8
mem_only,,,5.0,3.0,nearest,saturate,98.55,9
mem_only,,,5.0,3.0,nearest,wrap,98.56,9
mem_only,,,5.0,3.0,stochastic,saturate,98.52,9
mem_only,,,5.0,3.0,stochastic,wrap,98.53,9
mem_only,,,5.0,3.0,floor,saturate,98.57,9
mem_only,,,5.0,3.0,floor,wrap,98.51,9
mem_only,,,5.0,3.0,ceil,saturate,98.56,9
mem_only,,,5.0,3.0,ceil,wrap,98.49,9
mem_only,,,5.0,3.0,trunc,saturate,98.58,9
mem_only,,,5.0,3.0,trunc,wrap,98.51,9
mem_only,,,5.0,4.0,nearest,saturate,98.49,10
mem_only,,,5.0,4.0,nearest,wrap,98.55,10
mem_only,,,5.0,4.0,stochastic,saturate,98.47,10
mem_only,,,5.0,4.0,stochastic,wrap,98.59,10
mem_only,,,5.0,4.0,floor,saturate,98.64,10
mem_only,,,5.0,4.0,floor,wrap,98.59,10
mem_only,,,5.0,4.0,ceil,saturate,98.49,10
mem_only,,,5.0,4.0,ceil,wrap,98.49,10
mem_only,,,5.0,4.0,trunc,saturate,98.56,10
mem_only,,,5.0,4.0,trunc,wrap,98.56,10
mem_only,,,5.0,5.0,nearest,saturate,98.56,11
mem_only,,,5.0,5.0,nearest,wrap,98.57,11
mem_only,,,5.0,5.0,stochastic,saturate,98.53,11
mem_only,,,5.0,5.0,stochastic,wrap,98.5,11
mem_only,,,5.0,5.0,floor,saturate,98.6,11
mem_only,,,5.0,5.0,floor,wrap,98.58,11
mem_only,,,5.0,5.0,ceil,saturate,98.5,11
mem_only,,,5.0,5.0,ceil,wrap,98.52,11
mem_only,,,5.0,5.0,trunc,saturate,98.53,11
mem_only,,,5.0,5.0,trunc,wrap,98.61,11
mem_only,,,5.0,6.0,nearest,saturate,98.52,12
mem_only,,,5.0,6.0,nearest,wrap,98.54,12
mem_only,,,5.0,6.0,stochastic,saturate,98.52,12
mem_only,,,5.0,6.0,stochastic,wrap,98.53,12
mem_only,,,5.0,6.0,floor,saturate,98.48,12
mem_only,,,5.0,6.0,floor,wrap,98.49,12
mem_only,,,5.0,6.0,ceil,saturate,98.55,12
mem_only,,,5.0,6.0,ceil,wrap,98.48,12
mem_only,,,5.0,6.0,trunc,saturate,98.47,12
mem_only,,,5.0,6.0,trunc,wrap,98.57,12
mem_only,,,5.0,7.0,nearest,saturate,98.44,13
mem_only,,,5.0,7.0,nearest,wrap,98.52,13
mem_only,,,5.0,7.0,stochastic,saturate,98.51,13
mem_only,,,5.0,7.0,stochastic,wrap,98.47,13
mem_only,,,5.0,7.0,floor,saturate,98.54,13
mem_only,,,5.0,7.0,floor,wrap,98.57,13
mem_only,,,5.0,7.0,ceil,saturate,98.56,13
mem_only,,,5.0,7.0,ceil,wrap,98.53,13
mem_only,,,5.0,7.0,trunc,saturate,98.55,13
mem_only,,,5.0,7.0,trunc,wrap,98.46,13
mem_only,,,5.0,8.0,nearest,saturate,98.48,14
mem_only,,,5.0,8.0,nearest,wrap,98.57,14
mem_only,,,5.0,8.0,stochastic,saturate,98.52,14
mem_only,,,5.0,8.0,stochastic,wrap,98.57,14
mem_only,,,5.0,8.0,floor,saturate,98.53,14
mem_only,,,5.0,8.0,floor,wrap,98.55,14
mem_only,,,5.0,8.0,ceil,saturate,98.52,14
mem_only,,,5.0,8.0,ceil,wrap,98.49,14
mem_only,,,5.0,8.0,trunc,saturate,98.56,14
mem_only,,,5.0,8.0,trunc,wrap,98.54,14
weight_only,0.0,0.0,,,nearest,saturate,9.8,1
weight_only,0.0,0.0,,,nearest,wrap,9.8,1
weight_only,0.0,0.0,,,stochastic,saturate,9.8,1
weight_only,0.0,0.0,,,stochastic,wrap,9.8,1
weight_only,0.0,0.0,,,floor,saturate,9.8,1
weight_only,0.0,0.0,,,floor,wrap,9.8,1
weight_only,0.0,0.0,,,ceil,saturate,9.8,1
weight_only,0.0,0.0,,,ceil,wrap,9.8,1
weight_only,0.0,0.0,,,trunc,saturate,9.8,1
weight_only,0.0,0.0,,,trunc,wrap,9.8,1
weight_only,0.0,1.0,,,nearest,saturate,62.34,2
weight_only,0.0,1.0,,,nearest,wrap,60.51,2
weight_only,0.0,1.0,,,stochastic,saturate,12.96,2
weight_only,0.0,1.0,,,stochastic,wrap,10.02,2
weight_only,0.0,1.0,,,floor,saturate,9.8,2
weight_only,0.0,1.0,,,floor,wrap,9.8,2
weight_only,0.0,1.0,,,ceil,saturate,9.8,2
weight_only,0.0,1.0,,,ceil,wrap,9.8,2
weight_only,0.0,1.0,,,trunc,saturate,9.81,2
weight_only,0.0,1.0,,,trunc,wrap,9.79,2
weight_only,0.0,2.0,,,nearest,saturate,98.04,3
weight_only,0.0,2.0,,,nearest,wrap,97.82,3
weight_only,0.0,2.0,,,stochastic,saturate,11.24,3
weight_only,0.0,2.0,,,stochastic,wrap,12.05,3
weight_only,0.0,2.0,,,floor,saturate,9.8,3
weight_only,0.0,2.0,,,floor,wrap,9.8,3
weight_only,0.0,2.0,,,ceil,saturate,9.8,3
weight_only,0.0,2.0,,,ceil,wrap,9.8,3
weight_only,0.0,2.0,,,trunc,saturate,45.1,3
weight_only,0.0,2.0,,,trunc,wrap,44.7,3
weight_only,0.0,3.0,,,nearest,saturate,98.26,4
weight_only,0.0,3.0,,,nearest,wrap,98.23,4
weight_only,0.0,3.0,,,stochastic,saturate,38.14,4
weight_only,0.0,3.0,,,stochastic,wrap,39.7,4
weight_only,0.0,3.0,,,floor,saturate,9.72,4
weight_only,0.0,3.0,,,floor,wrap,9.71,4
weight_only,0.0,3.0,,,ceil,saturate,20.13,4
weight_only,0.0,3.0,,,ceil,wrap,20.2,4
weight_only,0.0,3.0,,,trunc,saturate,96.93,4
weight_only,0.0,3.0,,,trunc,wrap,96.77,4
weight_only,0.0,4.0,,,nearest,saturate,98.42,5
weight_only,0.0,4.0,,,nearest,wrap,98.4,5
weight_only,0.0,4.0,,,stochastic,saturate,90.8,5
weight_only,0.0,4.0,,,stochastic,wrap,90.24,5
weight_only,0.0,4.0,,,floor,saturate,27.96,5
weight_only,0.0,4.0,,,floor,wrap,27.21,5
weight_only,0.0,4.0,,,ceil,saturate,33.24,5
weight_only,0.0,4.0,,,ceil,wrap,31.54,5
weight_only,0.0,4.0,,,trunc,saturate,98.55,5
weight_only,0.0,4.0,,,trunc,wrap,98.4,5
weight_only,0.0,5.0,,,nearest,saturate,98.49,6
weight_only,0.0,5.0,,,nearest,wrap,98.35,6
weight_only,0.0,5.0,,,stochastic,saturate,97.9,6
weight_only,0.0,5.0,,,stochastic,wrap,97.69,6
weight_only,0.0,5.0,,,floor,saturate,88.61,6
weight_only,0.0,5.0,,,floor,wrap,87.4,6
weight_only,0.0,5.0,,,ceil,saturate,86.91,6
weight_only,0.0,5.0,,,ceil,wrap,85.38,6
weight_only,0.0,5.0,,,trunc,saturate,98.55,6
weight_only,0.0,5.0,,,trunc,wrap,98.53,6
weight_only,0.0,6.0,,,nearest,saturate,98.57,7
weight_only,0.0,6.0,,,nearest,wrap,98.38,7
weight_only,0.0,6.0,,,stochastic,saturate,98.49,7
weight_only,0.0,6.0,,,stochastic,wrap,98.38,7
weight_only,0.0,6.0,,,floor,saturate,97.7,7
weight_only,0.0,6.0,,,floor,wrap,97.62,7
weight_only,0.0,6.0,,,ceil,saturate,97.53,7
weight_only,0.0,6.0,,,ceil,wrap,97.24,7
weight_only,0.0,6.0,,,trunc,saturate,98.48,7
weight_only,0.0,6.0,,,trunc,wrap,98.48,7
weight_only,0.0,7.0,,,nearest,saturate,98.5,8
weight_only,0.0,7.0,,,nearest,wrap,98.42,8
weight_only,0.0,7.0,,,stochastic,saturate,98.57,8
weight_only,0.0,7.0,,,stochastic,wrap,98.37,8
weight_only,0.0,7.0,,,floor,saturate,98.5,8
weight_only,0.0,7.0,,,floor,wrap,98.39,8
weight_only,0.0,7.0,,,ceil,saturate,98.26,8
weight_only,0.0,7.0,,,ceil,wrap,98.19,8
weight_only,0.0,7.0,,,trunc,saturate,98.54,8
weight_only,0.0,7.0,,,trunc,wrap,98.46,8
weight_only,0.0,8.0,,,nearest,saturate,98.4,9
weight_only,0.0,8.0,,,nearest,wrap,98.42,9
weight_only,0.0,8.0,,,stochastic,saturate,98.51,9
weight_only,0.0,8.0,,,stochastic,wrap,98.49,9
weight_only,0.0,8.0,,,floor,saturate,98.52,9
weight_only,0.0,8.0,,,floor,wrap,98.41,9
weight_only,0.0,8.0,,,ceil,saturate,98.46,9
weight_only,0.0,8.0,,,ceil,wrap,98.31,9
weight_only,0.0,8.0,,,trunc,saturate,98.48,9
weight_only,0.0,8.0,,,trunc,wrap,98.46,9
weight_only,1.0,0.0,,,nearest,saturate,9.84,2
weight_only,1.0,0.0,,,nearest,wrap,9.84,2
weight_only,1.0,0.0,,,stochastic,saturate,9.93,2
weight_only,1.0,0.0,,,stochastic,wrap,10.94,2
weight_only,1.0,0.0,,,floor,saturate,9.8,2
weight_only,1.0,0.0,,,floor,wrap,9.8,2
weight_only,1.0,0.0,,,ceil,saturate,9.8,2
weight_only,1.0,0.0,,,ceil,wrap,9.8,2
weight_only,1.0,0.0,,,trunc,saturate,9.8,2
weight_only,1.0,0.0,,,trunc,wrap,9.8,2
weight_only,1.0,1.0,,,nearest,saturate,63.35,3
weight_only,1.0,1.0,,,nearest,wrap,63.54,3
weight_only,1.0,1.0,,,stochastic,saturate,17.18,3
weight_only,1.0,1.0,,,stochastic,wrap,12.36,3
weight_only,1.0,1.0,,,floor,saturate,9.8,3
weight_only,1.0,1.0,,,floor,wrap,9.8,3
weight_only,1.0,1.0,,,ceil,saturate,9.8,3
weight_only,1.0,1.0,,,ceil,wrap,9.8,3
weight_only,1.0,1.0,,,trunc,saturate,9.75,3
weight_only,1.0,1.0,,,trunc,wrap,9.76,3
weight_only,1.0,2.0,,,nearest,saturate,97.92,4
weight_only,1.0,2.0,,,nearest,wrap,98.04,4
weight_only,1.0,2.0,,,stochastic,saturate,11.58,4
weight_only,1.0,2.0,,,stochastic,wrap,12.22,4
weight_only,1.0,2.0,,,floor,saturate,9.8,4
weight_only,1.0,2.0,,,floor,wrap,9.8,4
weight_only,1.0,2.0,,,ceil,saturate,9.8,4
weight_only,1.0,2.0,,,ceil,wrap,9.8,4
weight_only,1.0,2.0,,,trunc,saturate,44.92,4
weight_only,1.0,2.0,,,trunc,wrap,44.92,4
weight_only,1.0,3.0,,,nearest,saturate,98.27,5
weight_only,1.0,3.0,,,nearest,wrap,98.34,5
weight_only,1.0,3.0,,,stochastic,saturate,41.08,5
weight_only,1.0,3.0,,,stochastic,wrap,38.84,5
weight_only,1.0,3.0,,,floor,saturate,9.75,5
weight_only,1.0,3.0,,,floor,wrap,9.74,5
weight_only,1.0,3.0,,,ceil,saturate,20.1,5
weight_only,1.0,3.0,,,ceil,wrap,20.09,5
weight_only,1.0,3.0,,,trunc,saturate,96.93,5
weight_only,1.0,3.0,,,trunc,wrap,97.01,5
weight_only,1.0,4.0,,,nearest,saturate,98.5,6
weight_only,1.0,4.0,,,nearest,wrap,98.46,6
weight_only,1.0,4.0,,,stochastic,saturate,91.4,6
weight_only,1.0,4.0,,,stochastic,wrap,90.83,6
weight_only,1.0,4.0,,,floor,saturate,28.04,6
weight_only,1.0,4.0,,,floor,wrap,27.58,6
weight_only,1.0,4.0,,,ceil,saturate,33.06,6
weight_only,1.0,4.0,,,ceil,wrap,33.35,6
weight_only,1.0,4.0,,,trunc,saturate,98.52,6
weight_only,1.0,4.0,,,trunc,wrap,98.53,6
weight_only,1.0,5.0,,,nearest,saturate,98.55,7
weight_only,1.0,5.0,,,nearest,wrap,98.52,7
weight_only,1.0,5.0,,,stochastic,saturate,97.73,7
weight_only,1.0,5.0,,,stochastic,wrap,97.78,7
weight_only,1.0,5.0,,,floor,saturate,88.67,7
weight_only,1.0,5.0,,,floor,wrap,88.62,7
weight_only,1.0,5.0,,,ceil,saturate,87.23,7
weight_only,1.0,5.0,,,ceil,wrap,87.18,7
weight_only,1.0,5.0,,,trunc,saturate,98.61,7
weight_only,1.0,5.0,,,trunc,wrap,98.51,7
weight_only,1.0,6.0,,,nearest,saturate,98.43,8
weight_only,1.0,6.0,,,nearest,wrap,98.53,8
weight_only,1.0,6.0,,,stochastic,saturate,98.45,8
weight_only,1.0,6.0,,,stochastic,wrap,98.56,8
weight_only,1.0,6.0,,,floor,saturate,97.71,8
weight_only,1.0,6.0,,,floor,wrap,97.73,8
weight_only,1.0,6.0,,,ceil,saturate,97.52,8
weight_only,1.0,6.0,,,ceil,wrap,97.52,8
weight_only,1.0,6.0,,,trunc,saturate,98.58,8
weight_only,1.0,6.0,,,trunc,wrap,98.54,8
weight_only,1.0,7.0,,,nearest,saturate,98.51,9
weight_only,1.0,7.0,,,nearest,wrap,98.53,9
weight_only,1.0,7.0,,,stochastic,saturate,98.49,9
weight_only,1.0,7.0,,,stochastic,wrap,98.56,9
weight_only,1.0,7.0,,,floor,saturate,98.54,9
weight_only,1.0,7.0,,,floor,wrap,98.6,9
weight_only,1.0,7.0,,,ceil,saturate,98.43,9
weight_only,1.0,7.0,,,ceil,wrap,98.33,9
weight_only,1.0,7.0,,,trunc,saturate,98.51,9
weight_only,1.0,7.0,,,trunc,wrap,98.55,9
weight_only,1.0,8.0,,,nearest,saturate,98.5,10
weight_only,1.0,8.0,,,nearest,wrap,98.51,10
weight_only,1.0,8.0,,,stochastic,saturate,98.59,10
weight_only,1.0,8.0,,,stochastic,wrap,98.51,10
weight_only,1.0,8.0,,,floor,saturate,98.59,10
weight_only,1.0,8.0,,,floor,wrap,98.56,10
weight_only,1.0,8.0,,,ceil,saturate,98.41,10
weight_only,1.0,8.0,,,ceil,wrap,98.53,10
weight_only,1.0,8.0,,,trunc,saturate,98.54,10
weight_only,1.0,8.0,,,trunc,wrap,98.55,10
weight_only,2.0,0.0,,,nearest,saturate,9.86,3
weight_only,2.0,0.0,,,nearest,wrap,9.87,3
weight_only,2.0,0.0,,,stochastic,saturate,9.86,3
weight_only,2.0,0.0,,,stochastic,wrap,9.85,3
weight_only,2.0,0.0,,,floor,saturate,9.8,3
weight_only,2.0,0.0,,,floor,wrap,9.8,3
weight_only,2.0,0.0,,,ceil,saturate,9.8,3
weight_only,2.0,0.0,,,ceil,wrap,9.8,3
weight_only,2.0,0.0,,,trunc,saturate,9.8,3
weight_only,2.0,0.0,,,trunc,wrap,9.8,3
weight_only,2.0,1.0,,,nearest,saturate,63.38,4
weight_only,2.0,1.0,,,nearest,wrap,63.25,4
weight_only,2.0,1.0,,,stochastic,saturate,9.91,4
weight_only,2.0,1.0,,,stochastic,wrap,10.32,4
weight_only,2.0,1.0,,,floor,saturate,9.8,4
weight_only,2.0,1.0,,,floor,wrap,9.8,4
weight_only,2.0,1.0,,,ceil,saturate,9.8,4
weight_only,2.0,1.0,,,ceil,wrap,9.8,4
weight_only,2.0,1.0,,,trunc,saturate,9.8,4
weight_only,2.0,1.0,,,trunc,wrap,9.82,4
weight_only,2.0,2.0,,,nearest,saturate,97.98,5
weight_only,2.0,2.0,,,nearest,wrap,97.86,5
weight_only,2.0,2.0,,,stochastic,saturate,10.39,5
weight_only,2.0,2.0,,,stochastic,wrap,11.32,5
weight_only,2.0,2.0,,,floor,saturate,9.8,5
weight_only,2.0,2.0,,,floor,wrap,9.8,5
weight_only,2.0,2.0,,,ceil,saturate,9.8,5
weight_only,2.0,2.0,,,ceil,wrap,9.8,5
weight_only,2.0,2.0,,,trunc,saturate,45.15,5
weight_only,2.0,2.0,,,trunc,wrap,45.08,5
weight_only,2.0,3.0,,,nearest,saturate,98.3,6
weight_only,2.0,3.0,,,nearest,wrap,98.31,6
weight_only,2.0,3.0,,,stochastic,saturate,41.67,6
weight_only,2.0,3.0,,,stochastic,wrap,42.51,6
weight_only,2.0,3.0,,,floor,saturate,9.71,6
weight_only,2.0,3.0,,,floor,wrap,9.75,6
weight_only,2.0,3.0,,,ceil,saturate,20.08,6
weight_only,2.0,3.0,,,ceil,wrap,20.09,6
weight_only,2.0,3.0,,,trunc,saturate,96.92,6
weight_only,2.0,3.0,,,trunc,wrap,96.76,6
weight_only,2.0,4.0,,,nearest,saturate,98.49,7
weight_only,2.0,4.0,,,nearest,wrap,98.47,7
weight_only,2.0,4.0,,,stochastic,saturate,91.39,7
weight_only,2.0,4.0,,,stochastic,wrap,91.06,7
weight_only,2.0,4.0,,,floor,saturate,27.54,7
weight_only,2.0,4.0,,,floor,wrap,28.07,7
weight_only,2.0,4.0,,,ceil,saturate,33.36,7
weight_only,2.0,4.0,,,ceil,wrap,33.28,7
weight_only,2.0,4.0,,,trunc,saturate,98.6,7
weight_only,2.0,4.0,,,trunc,wrap,98.48,7
weight_only,2.0,5.0,,,nearest,saturate,98.5,8
weight_only,2.0,5.0,,,nearest,wrap,98.52,8
weight_only,2.0,5.0,,,stochastic,saturate,97.69,8
weight_only,2.0,5.0,,,stochastic,wrap,97.79,8
weight_only,2.0,5.0,,,floor,saturate,88.58,8
weight_only,2.0,5.0,,,floor,wrap,88.65,8
weight_only,2.0,5.0,,,ceil,saturate,87.36,8
weight_only,2.0,5.0,,,ceil,wrap,87.21,8
weight_only,2.0,5.0,,,trunc,saturate,98.57,8
weight_only,2.0,5.0,,,trunc,wrap,98.61,8
weight_only,2.0,6.0,,,nearest,saturate,98.51,9
weight_only,2.0,6.0,,,nearest,wrap,98.49,9
weight_only,2.0,6.0,,,stochastic,saturate,98.58,9
weight_only,2.0,6.0,,,stochastic,wrap,98.51,9
weight_only,2.0,6.0,,,floor,saturate,97.67,9
weight_only,2.0,6.0,,,floor,wrap,97.76,9
weight_only,2.0,6.0,,,ceil,saturate,97.52,9
weight_only,2.0,6.0,,,ceil,wrap,97.45,9
weight_only,2.0,6.0,,,trunc,saturate,98.61,9
weight_only,2.0,6.0,,,trunc,wrap,98.48,9
weight_only,2.0,7.0,,,nearest,saturate,98.47,10
weight_only,2.0,7.0,,,nearest,wrap,98.53,10
weight_only,2.0,7.0,,,stochastic,saturate,98.6,10
weight_only,2.0,7.0,,,stochastic,wrap,98.54,10
weight_only,2.0,7.0,,,floor,saturate,98.5,10
weight_only,2.0,7.0,,,floor,wrap,98.42,10
weight_only,2.0,7.0,,,ceil,saturate,98.32,10
weight_only,2.0,7.0,,,ceil,wrap,98.43,10
weight_only,2.0,7.0,,,trunc,saturate,98.51,10
weight_only,2.0,7.0,,,trunc,wrap,98.54,10
weight_only,2.0,8.0,,,nearest,saturate,98.59,11
weight_only,2.0,8.0,,,nearest,wrap,98.52,11
weight_only,2.0,8.0,,,stochastic,saturate,98.54,11
weight_only,2.0,8.0,,,stochastic,wrap,98.55,11
weight_only,2.0,8.0,,,floor,saturate,98.54,11
weight_only,2.0,8.0,,,floor,wrap,98.57,11
weight_only,2.0,8.0,,,ceil,saturate,98.49,11
weight_only,2.0,8.0,,,ceil,wrap,98.39,11
weight_only,2.0,8.0,,,trunc,saturate,98.62,11
weight_only,2.0,8.0,,,trunc,wrap,98.49,11
weight_only,3.0,0.0,,,nearest,saturate,9.85,4
weight_only,3.0,0.0,,,nearest,wrap,9.88,4
weight_only,3.0,0.0,,,stochastic,saturate,10.42,4
weight_only,3.0,0.0,,,stochastic,wrap,10.7,4
weight_only,3.0,0.0,,,floor,saturate,9.8,4
weight_only,3.0,0.0,,,floor,wrap,9.8,4
weight_only,3.0,0.0,,,ceil,saturate,9.8,4
weight_only,3.0,0.0,,,ceil,wrap,9.8,4
weight_only,3.0,0.0,,,trunc,saturate,9.8,4
weight_only,3.0,0.0,,,trunc,wrap,9.8,4
weight_only,3.0,1.0,,,nearest,saturate,63.47,5
weight_only,3.0,1.0,,,nearest,wrap,63.52,5
weight_only,3.0,1.0,,,stochastic,saturate,10.13,5
weight_only,3.0,1.0,,,stochastic,wrap,9.9,5
weight_only,3.0,1.0,,,floor,saturate,9.8,5
weight_only,3.0,1.0,,,floor,wrap,9.8,5
weight_only,3.0,1.0,,,ceil,saturate,9.8,5
weight_only,3.0,1.0,,,ceil,wrap,9.8,5
weight_only,3.0,1.0,,,trunc,saturate,9.75,5
weight_only,3.0,1.0,,,trunc,wrap,9.79,5
weight_only,3.0,2.0,,,nearest,saturate,97.87,6
weight_only,3.0,2.0,,,nearest,wrap,97.82,6
weight_only,3.0,2.0,,,stochastic,saturate,10.01,6
weight_only,3.0,2.0,,,stochastic,wrap,11.75,6
weight_only,3.0,2.0,,,floor,saturate,9.8,6
weight_only,3.0,2.0,,,floor,wrap,9.8,6
weight_only,3.0,2.0,,,ceil,saturate,9.8,6
weight_only,3.0,2.0,,,ceil,wrap,9.8,6
weight_only,3.0,2.0,,,trunc,saturate,45.03,6
weight_only,3.0,2.0,,,trunc,wrap,45.11,6
weight_only,3.0,3.0,,,nearest,saturate,98.37,7
weight_only,3.0,3.0,,,nearest,wrap,98.31,7
weight_only,3.0,3.0,,,stochastic,saturate,38.53,7
weight_only,3.0,3.0,,,stochastic,wrap,41.17,7
weight_only,3.0,3.0,,,floor,saturate,9.77,7
weight_only,3.0,3.0,,,floor,wrap,9.77,7
weight_only,3.0,3.0,,,ceil,saturate,20.04,7
weight_only,3.0,3.0,,,ceil,wrap,20.05,7
weight_only,3.0,3.0,,,trunc,saturate,96.84,7
weight_only,3.0,3.0,,,trunc,wrap,96.92,7
weight_only,3.0,4.0,,,nearest,saturate,98.53,8
weight_only,3.0,4.0,,,nearest,wrap,98.6,8
weight_only,3.0,4.0,,,stochastic,saturate,91.03,8
weight_only,3.0,4.0,,,stochastic,wrap,90.98,8
weight_only,3.0,4.0,,,floor,saturate,27.67,8
weight_only,3.0,4.0,,,floor,wrap,27.64,8
weight_only,3.0,4.0,,,ceil,saturate,33.28,8
weight_only,3.0,4.0,,,ceil,wrap,33.48,8
weight_only,3.0,4.0,,,trunc,saturate,98.47,8
weight_only,3.0,4.0,,,trunc,wrap,98.48,8
weight_only,3.0,5.0,,,nearest,saturate,98.5,9
weight_only,3.0,5.0,,,nearest,wrap,98.48,9
weight_only,3.0,5.0,,,stochastic,saturate,97.71,9
weight_only,3.0,5.0,,,stochastic,wrap,97.71,9
weight_only,3.0,5.0,,,floor,saturate,88.67,9
weight_only,3.0,5.0,,,floor,wrap,88.58,9
weight_only,3.0,5.0,,,ceil,saturate,87.13,9
weight_only,3.0,5.0,,,ceil,wrap,87.1,9
weight_only,3.0,5.0,,,trunc,saturate,98.57,9
weight_only,3.0,5.0,,,trunc,wrap,98.61,9
weight_only,3.0,6.0,,,nearest,saturate,98.52,10
weight_only,3.0,6.0,,,nearest,wrap,98.51,10
weight_only,3.0,6.0,,,stochastic,saturate,98.45,10
weight_only,3.0,6.0,,,stochastic,wrap,98.54,10
weight_only,3.0,6.0,,,floor,saturate,97.71,10
weight_only,3.0,6.0,,,floor,wrap,97.78,10
weight_only,3.0,6.0,,,ceil,saturate,97.54,10
weight_only,3.0,6.0,,,ceil,wrap,97.39,10
weight_only,3.0,6.0,,,trunc,saturate,98.52,10
weight_only,3.0,6.0,,,trunc,wrap,98.61,10
weight_only,3.0,7.0,,,nearest,saturate,98.53,11
weight_only,3.0,7.0,,,nearest,wrap,98.52,11
weight_only,3.0,7.0,,,stochastic,saturate,98.44,11
weight_only,3.0,7.0,,,stochastic,wrap,98.49,11
weight_only,3.0,7.0,,,floor,saturate,98.45,11
weight_only,3.0,7.0,,,floor,wrap,98.5,11
weight_only,3.0,7.0,,,ceil,saturate,98.39,11
weight_only,3.0,7.0,,,ceil,wrap,98.41,11
weight_only,3.0,7.0,,,trunc,saturate,98.51,11
weight_only,3.0,7.0,,,trunc,wrap,98.61,11
weight_only,3.0,8.0,,,nearest,saturate,98.56,12
weight_only,3.0,8.0,,,nearest,wrap,98.46,12
weight_only,3.0,8.0,,,stochastic,saturate,98.49,12
weight_only,3.0,8.0,,,stochastic,wrap,98.63,12
weight_only,3.0,8.0,,,floor,saturate,98.57,12
weight_only,3.0,8.0,,,floor,wrap,98.57,12
weight_only,3.0,8.0,,,ceil,saturate,98.43,12
weight_only,3.0,8.0,,,ceil,wrap,98.48,12
weight_only,3.0,8.0,,,trunc,saturate,98.62,12
weight_only,3.0,8.0,,,trunc,wrap,98.5,12
weight_only,4.0,0.0,,,nearest,saturate,9.89,5
weight_only,4.0,0.0,,,nearest,wrap,9.84,5
weight_only,4.0,0.0,,,stochastic,saturate,9.84,5
weight_only,4.0,0.0,,,stochastic,wrap,9.58,5
weight_only,4.0,0.0,,,floor,saturate,9.8,5
weight_only,4.0,0.0,,,floor,wrap,9.8,5
weight_only,4.0,0.0,,,ceil,saturate,9.8,5
weight_only,4.0,0.0,,,ceil,wrap,9.8,5
weight_only,4.0,0.0,,,trunc,saturate,9.8,5
weight_only,4.0,0.0,,,trunc,wrap,9.8,5
weight_only,4.0,1.0,,,nearest,saturate,63.46,6
weight_only,4.0,1.0,,,nearest,wrap,63.39,6
weight_only,4.0,1.0,,,stochastic,saturate,9.35,6
weight_only,4.0,1.0,,,stochastic,wrap,11.63,6
weight_only,4.0,1.0,,,floor,saturate,9.8,6
weight_only,4.0,1.0,,,floor,wrap,9.8,6
weight_only,4.0,1.0,,,ceil,saturate,9.8,6
weight_only,4.0,1.0,,,ceil,wrap,9.8,6
weight_only,4.0,1.0,,,trunc,saturate,9.79,6
weight_only,4.0,1.0,,,trunc,wrap,9.79,6
weight_only,4.0,2.0,,,nearest,saturate,97.81,7
weight_only,4.0,2.0,,,nearest,wrap,97.86,7
weight_only,4.0,2.0,,,stochastic,saturate,10.57,7
weight_only,4.0,2.0,,,stochastic,wrap,12.97,7
weight_only,4.0,2.0,,,floor,saturate,9.8,7
weight_only,4.0,2.0,,,floor,wrap,9.8,7
weight_only,4.0,2.0,,,ceil,saturate,9.8,7
weight_only,4.0,2.0,,,ceil,wrap,9.8,7
weight_only,4.0,2.0,,,trunc,saturate,45.08,7
weight_only,4.0,2.0,,,trunc,wrap,45.11,7
weight_only,4.0,3.0,,,nearest,saturate,98.28,8
weight_only,4.0,3.0,,,nearest,wrap,98.32,8
weight_only,4.0,3.0,,,stochastic,saturate,40.78,8
weight_only,4.0,3.0,,,stochastic,wrap,38.55,8
weight_only,4.0,3.0,,,floor,saturate,9.78,8
weight_only,4.0,3.0,,,floor,wrap,9.74,8
weight_only,4.0,3.0,,,ceil,saturate,20.19,8
weight_only,4.0,3.0,,,ceil,wrap,20.14,8
weight_only,4.0,3.0,,,trunc,saturate,96.9,8
weight_only,4.0,3.0,,,trunc,wrap,97.02,8
weight_only,4.0,4.0,,,nearest,saturate,98.5,9
weight_only,4.0,4.0,,,nearest,wrap,98.54,9
weight_only,4.0,4.0,,,stochastic,saturate,89.87,9
weight_only,4.0,4.0,,,stochastic,wrap,91.16,9
weight_only,4.0,4.0,,,floor,saturate,27.55,9
weight_only,4.0,4.0,,,floor,wrap,27.72,9
weight_only,4.0,4.0,,,ceil,saturate,33.26,9
weight_only,4.0,4.0,,,ceil,wrap,33.45,9
weight_only,4.0,4.0,,,trunc,saturate,98.48,9
weight_only,4.0,4.0,,,trunc,wrap,98.47,9
weight_only,4.0,5.0,,,nearest,saturate,98.6,10
weight_only,4.0,5.0,,,nearest,wrap,98.59,10
weight_only,4.0,5.0,,,stochastic,saturate,97.81,10
weight_only,4.0,5.0,,,stochastic,wrap,97.81,10
weight_only,4.0,5.0,,,floor,saturate,88.62,10
weight_only,4.0,5.0,,,floor,wrap,88.67,10
weight_only,4.0,5.0,,,ceil,saturate,87.11,10
weight_only,4.0,5.0,,,ceil,wrap,87.1,10
